"","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","Tumor","CenterName","Submission","Consent","RunHash","ReadHash"
"135","SRR4785864","2017-06-20 16:29:12","2016-11-01 18:07:28","90019179","18016476772","90019179","200","5525","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785864/SRR4785864.1","SRX2316095","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773017","SAMN05964086","simple","9606","Homo sapiens","GSM2371022","no","GEO","SRA488109","public","B96C5554CF8EF79050BDF0CB14E64C0C","73EA384337AEDA3A2B4FB5D0F87DC904"
"136","SRR4785865","2017-06-20 16:29:12","2016-11-01 18:03:43","86010063","17112092717","86010063","198","4800","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785865/SRR4785865.1","SRX2316096","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773020","SAMN05964087","simple","9606","Homo sapiens","GSM2371023","no","GEO","SRA488109","public","A0046BC88BD91C84EE23974FFD1AA59A","78AE6AB61BDEF8397F38B51FFA04D006"
"137","SRR4785866","2017-06-20 16:29:12","2016-11-01 18:20:29","90296925","18073724881","90296925","200","5181","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785866/SRR4785866.1","SRX2316097","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773018","SAMN05964090","simple","9606","Homo sapiens","GSM2371024","no","GEO","SRA488109","public","6929F52B8CC418A3F628B4F8DD300E51","442CBA516497770759C36F387C390671"
"138","SRR4785867","2017-06-20 16:29:12","2016-11-01 18:17:49","88931809","17819856689","88931809","200","4798","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785867/SRR4785867.1","SRX2316098","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773019","SAMN05964089","simple","9606","Homo sapiens","GSM2371025","no","GEO","SRA488109","public","EE47A6889BF496B29DF9839B9A4FD921","1A6103FD0FA84C4182B2FD2806E79A61"
"139","SRR4785868","2017-06-20 16:29:12","2016-11-01 18:09:36","100609880","20140773096","100609880","200","5504","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785868/SRR4785868.1","SRX2316099","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773021","SAMN05964088","simple","9606","Homo sapiens","GSM2371026","no","GEO","SRA488109","public","3C72DF142D297957E7C42A8055397AB1","EF560FC1FAC6CBD30DEF694144957B8F"
"140","SRR4785869","2017-06-20 16:29:12","2016-11-01 18:19:57","89703344","17914721638","89703344","199","4838","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785869/SRR4785869.1","SRX2316100","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773022","SAMN05964085","simple","9606","Homo sapiens","GSM2371027","no","GEO","SRA488109","public","F843FF3D5FC8E39E781BFB5A487754C6","5AC8BF4771DD7BF7F057FCFBD3BC29B9"
"141","SRR4785870","2017-06-20 16:29:12","2016-11-01 18:10:00","93420100","18680646758","93420100","199","4868","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785870/SRR4785870.1","SRX2316101","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773023","SAMN05964112","simple","9606","Homo sapiens","GSM2371028","no","GEO","SRA488109","public","91D41AAE4BBE57243DCBD228C766AD44","01FD5F9AFAB678CAB7E466A43F57250F"
"142","SRR4785871","2017-06-20 16:29:12","2016-11-01 18:05:48","85361128","17047665590","85361128","199","4697","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785871/SRR4785871.1","SRX2316102","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773025","SAMN05964111","simple","9606","Homo sapiens","GSM2371029","no","GEO","SRA488109","public","C88F61C253C8AA376922966D81C934A9","97ED6D905BB3215547E028FFDD4C7739"
"143","SRR4785872","2017-06-20 16:29:12","2016-11-01 19:40:21","85649320","16915486053","85649320","197","5541","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785872/SRR4785872.1","SRX2316103","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773024","SAMN05964110","simple","9606","Homo sapiens","GSM2371030","no","GEO","SRA488109","public","2AA0913EBEA94D632276B77EB196208E","0CA10DCBFC832EE0188BA4ED0C3103BF"
"144","SRR4785873","2017-06-20 16:29:12","2016-11-01 19:16:43","90591827","17876872060","90591827","197","5908","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785873/SRR4785873.1","SRX2316104","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773026","SAMN05964109","simple","9606","Homo sapiens","GSM2371031","no","GEO","SRA488109","public","232C00B935C5C07B9829AE6BED7001EA","16114C5001B03D818B440684EB6A249B"
"145","SRR4785874","2017-06-20 16:29:12","2016-11-01 19:16:55","89273404","17619667302","89273404","197","5885","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785874/SRR4785874.1","SRX2316105","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773029","SAMN05964108","simple","9606","Homo sapiens","GSM2371032","no","GEO","SRA488109","public","CB1E515D5D51509BFC3CAD8712ED4A87","A29E08634A6D5691A669EFABBB897F0F"
"146","SRR4785875","2017-06-20 16:29:12","2016-11-01 19:23:08","92716534","18356674797","92716534","197","5967","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785875/SRR4785875.1","SRX2316106","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773027","SAMN05964107","simple","9606","Homo sapiens","GSM2371033","no","GEO","SRA488109","public","42C6E517EFFE0766CD439FCDD3EC4687","79495C4462F4FF849FA699E4A05D01BF"
"147","SRR4785876","2017-06-20 16:29:12","2016-11-01 20:05:35","88056745","17440134521","88056745","198","5441","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785876/SRR4785876.1","SRX2316107","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773028","SAMN05964106","simple","9606","Homo sapiens","GSM2371034","no","GEO","SRA488109","public","973B9747AB2306726D4460B80006A5FC","5A1528250111C52D728D7F4BA3972033"
"148","SRR4785877","2017-06-20 16:29:12","2016-11-01 19:33:15","78159860","15414753958","78159860","197","4950","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785877/SRR4785877.1","SRX2316108","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773033","SAMN05964105","simple","9606","Homo sapiens","GSM2371035","no","GEO","SRA488109","public","285BBEA52860C1126A5E87934B771539","4C86A3EC34E865D0E5B9B7FB79430156"
"149","SRR4785878","2017-06-20 16:29:12","2016-11-01 18:23:16","99016165","19790513281","99016165","199","6054","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785878/SRR4785878.1","SRX2316109","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773030","SAMN05964104","simple","9606","Homo sapiens","GSM2371036","no","GEO","SRA488109","public","C69BA62E26B3A4B90A4289F703C94EC0","214E98E3AC0C5A9AC9E34F7B72F7E03B"
"150","SRR4785879","2017-06-20 16:29:12","2016-11-01 18:37:33","82116653","16359361042","82116653","199","4488","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785879/SRR4785879.1","SRX2316110","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773031","SAMN05964103","simple","9606","Homo sapiens","GSM2371037","no","GEO","SRA488109","public","557A36D933B71E9FDCECC2572513FAF1","1E7BA82701E9B2915FBCF788978E4A3F"
"151","SRR4785880","2017-06-20 16:29:12","2016-11-01 18:35:54","93366353","18690847459","93366353","200","5110","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785880/SRR4785880.1","SRX2316111","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773032","SAMN05964102","simple","9606","Homo sapiens","GSM2371038","no","GEO","SRA488109","public","A5CC730635E85A11D9C1D09B926CCEDA","9DC2A1C558A05A1444A3DF27BD701306"
"152","SRR4785881","2017-06-20 16:29:12","2016-11-01 18:58:21","89711363","17921612260","89711363","199","5059","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785881/SRR4785881.1","SRX2316112","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773034","SAMN05964101","simple","9606","Homo sapiens","GSM2371039","no","GEO","SRA488109","public","45F178C89B402B3981F38DEDC8FD6B74","8815CFC9F859C4620C7DB246C0C42749"
"153","SRR4785882","2017-06-20 16:29:12","2016-11-01 18:31:44","99400973","19885309313","99400973","200","5903","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785882/SRR4785882.1","SRX2316113","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773035","SAMN05964100","simple","9606","Homo sapiens","GSM2371040","no","GEO","SRA488109","public","A41A586A9C7C72DC4CC4E179377A0894","E40AF05861D518026E9DD32CFF4E75A7"
"154","SRR4785883","2017-06-20 16:29:12","2016-11-01 19:07:30","83266107","16655479239","83266107","200","4532","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785883/SRR4785883.1","SRX2316114","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773036","SAMN05964099","simple","9606","Homo sapiens","GSM2371041","no","GEO","SRA488109","public","ED1DB95F32B6FAAD44A249EECF4E6E0C","2FB8E60D7817D3F15D2B4E95CD8CE123"
"155","SRR4785884","2017-06-20 16:29:12","2016-11-01 19:03:59","87950887","17513074518","87950887","199","4953","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785884/SRR4785884.1","SRX2316115","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773039","SAMN05964098","simple","9606","Homo sapiens","GSM2371042","no","GEO","SRA488109","public","E31947FF60B2F85D17B09AA91BAFC6C3","A0C92026E801A9AE681BEAE66EB19E4E"
"156","SRR4785885","2017-06-20 16:29:12","2016-11-01 19:09:10","89662963","17894314556","89662963","199","5378","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785885/SRR4785885.1","SRX2316116","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773037","SAMN05964097","simple","9606","Homo sapiens","GSM2371043","no","GEO","SRA488109","public","EDD7E64D1E2CABEA738DAE06B068866F","CCDF314403EDD2099742AC5467A44CB7"
"157","SRR4785886","2017-06-20 16:29:12","2016-11-01 18:44:48","95536746","19133764900","95536746","200","5835","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785886/SRR4785886.1","SRX2316117","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773038","SAMN05964096","simple","9606","Homo sapiens","GSM2371044","no","GEO","SRA488109","public","54727FCFA0611AE7C12B6D840D691195","2CA21299B0F85A3049066DAEA4C24063"
"158","SRR4785887","2017-06-20 16:29:12","2016-11-01 18:05:22","75975434","15100660210","75975434","198","4318","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785887/SRR4785887.1","SRX2316118","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773040","SAMN05964095","simple","9606","Homo sapiens","GSM2371045","no","GEO","SRA488109","public","C2EA67974ADFB7FFB6326BBCE1D7201A","1AD533A8ECC41F40ED76AA1B45A1B152"
"159","SRR4785888","2017-06-20 16:29:12","2016-11-01 19:02:56","86811642","17373622789","86811642","200","4825","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785888/SRR4785888.1","SRX2316119","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773041","SAMN05964094","simple","9606","Homo sapiens","GSM2371046","no","GEO","SRA488109","public","88E33C1D1A76EDE29EA56DA2A1755900","580E551A0939F7FF30687D17BD5BB77E"
"160","SRR4785889","2017-06-20 16:29:12","2016-11-01 18:12:05","90202615","18060970362","90202615","200","5611","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785889/SRR4785889.1","SRX2316120","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773042","SAMN05964093","simple","9606","Homo sapiens","GSM2371047","no","GEO","SRA488109","public","24B6351D343B83B98A06FFA25E625784","A77D0A06C94029137AF5C8DBE603580E"
"161","SRR4785890","2017-06-20 16:29:12","2016-11-01 18:24:45","86451316","17315993581","86451316","200","5282","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785890/SRR4785890.1","SRX2316121","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773043","SAMN05963918","simple","9606","Homo sapiens","GSM2371048","no","GEO","SRA488109","public","81547ED8FBF728717CD11665E8E98555","3B01EAE980E79F9389590E98B713F81C"
"162","SRR4785891","2017-06-20 16:29:12","2016-11-01 18:35:49","88557447","17716582711","88557447","200","5477","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785891/SRR4785891.1","SRX2316122","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773044","SAMN05963917","simple","9606","Homo sapiens","GSM2371049","no","GEO","SRA488109","public","3577079BE413EA3CB003E4AA189CD86C","B5EBEFA980ADE48FB6803B8FB521F28C"
"163","SRR4785892","2017-06-20 16:29:12","2016-11-01 18:41:54","90240770","18019369399","90240770","199","4937","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785892/SRR4785892.1","SRX2316123","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773045","SAMN05963916","simple","9606","Homo sapiens","GSM2371050","no","GEO","SRA488109","public","2B03A4225EF871AAB01AB531938681B9","F07E57F718A29C9472A2D16BC6F06E38"
"164","SRR4785893","2017-06-20 16:29:12","2016-11-01 18:48:16","81446962","16202410932","81446962","198","4946","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785893/SRR4785893.1","SRX2316124","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773048","SAMN05963915","simple","9606","Homo sapiens","GSM2371051","no","GEO","SRA488109","public","E8A7F008B24EA3DE72F2A5CEDB810B5F","0EC3DE431CC3840630E4BADC093CC585"
"165","SRR4785894","2017-06-20 16:29:12","2016-11-01 18:33:39","101598367","20319511767","101598367","199","6337","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785894/SRR4785894.1","SRX2316125","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773047","SAMN05963914","simple","9606","Homo sapiens","GSM2371052","no","GEO","SRA488109","public","0860A117E046A7780EE688F58F40105D","824EA3F43E5428F056A5D499DD257468"
"166","SRR4785895","2017-06-20 16:29:12","2016-11-01 18:34:44","17755112","3534419603","17755112","199","1045","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785895/SRR4785895.1","SRX2316126","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773046","SAMN05963913","simple","9606","Homo sapiens","GSM2371053","no","GEO","SRA488109","public","E8547ECDAA30D6F67BF1345B6757B8DE","55928D716E4A8F9297E09DFA85BBBFA0"
"167","SRR4785896","2017-06-20 16:29:12","2016-11-01 18:38:15","89202482","17854056688","89202482","200","4900","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785896/SRR4785896.1","SRX2316127","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773049","SAMN05963912","simple","9606","Homo sapiens","GSM2371054","no","GEO","SRA488109","public","A62813185472B029C7D59451B6ADF9D7","5D8D30CE3B3342934A6302ABF3B20AEF"
"168","SRR4785897","2017-06-20 16:29:12","2016-11-01 18:31:32","81016832","16154452219","81016832","199","4661","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785897/SRR4785897.1","SRX2316128","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773050","SAMN05963911","simple","9606","Homo sapiens","GSM2371055","no","GEO","SRA488109","public","5E87BA3D471A8A3A0DD8FA4DE9244D8B","D3FFC8D407949234543183142990B1D9"
"169","SRR4785898","2017-06-20 16:29:12","2016-11-01 18:42:50","90829036","18158167934","90829036","199","5517","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785898/SRR4785898.1","SRX2316129","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773051","SAMN05963910","simple","9606","Homo sapiens","GSM2371056","no","GEO","SRA488109","public","661C4393B2FEAEC06B9E2C61B81320A4","4B344DE4553831494CF45F456EA8F2C9"
"170","SRR4785899","2017-06-20 16:29:12","2016-11-01 18:19:21","77512252","15461528734","77512252","199","4841","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785899/SRR4785899.1","SRX2316130","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773052","SAMN05963909","simple","9606","Homo sapiens","GSM2371057","no","GEO","SRA488109","public","8C723043E2C5DA9C89F420AB8681F1AF","484BD0B5A0C01D42C268C7B6D4E609C6"
"171","SRR4785900","2017-06-20 16:29:12","2016-11-01 18:45:24","84043622","16801928077","84043622","199","4576","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785900/SRR4785900.1","SRX2316131","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773053","SAMN05963908","simple","9606","Homo sapiens","GSM2371058","no","GEO","SRA488109","public","A952A9D6BD8CBB7E5DBE5EEA2CC7686B","1A2379B83700EEE0D7B9CA7F7AC239EB"
"172","SRR4785901","2017-06-20 16:29:12","2016-11-01 18:20:21","84476297","16814804332","84476297","199","4846","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785901/SRR4785901.1","SRX2316132","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773054","SAMN05963907","simple","9606","Homo sapiens","GSM2371059","no","GEO","SRA488109","public","53B8FBF07115E306E2C5DD3B3B54EE7C","D3B23FE8038833BD688F7A62FAD479AD"
"173","SRR4785902","2017-06-20 16:29:12","2016-11-01 18:33:20","85929816","17153776468","85929816","199","4797","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR4785902/SRR4785902.1","SRX2316133","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773055","SAMN05963906","simple","9606","Homo sapiens","GSM2371060","no","GEO","SRA488109","public","9926F7F7047DC970065E66CCD60EA1B3","A7EE451814CAEB1E79FA691CBE2371EB"
"174","SRR4785903","2017-06-20 16:29:12","2016-11-01 18:23:04","86798141","17322758554","86798141","199","5219","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785903/SRR4785903.1","SRX2316134","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773056","SAMN05963905","simple","9606","Homo sapiens","GSM2371061","no","GEO","SRA488109","public","2EABA7EA6F3FA411FB65719C61BD4DE5","DDE6C9B84C5FC83799187F2053792293"
"175","SRR4785904","2017-06-20 16:29:12","2016-11-01 18:28:42","95481970","19031698129","95481970","199","6301","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785904/SRR4785904.1","SRX2316135","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773057","SAMN05963904","simple","9606","Homo sapiens","GSM2371062","no","GEO","SRA488109","public","5C841563FC5F3995584BAF27EBEFA34B","2D1588E8D428E0B27FAF1E40C67ED891"
"176","SRR4785905","2017-06-20 16:29:12","2016-11-01 18:32:16","91358112","18261343561","91358112","199","5137","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785905/SRR4785905.1","SRX2316136","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773058","SAMN05963903","simple","9606","Homo sapiens","GSM2371063","no","GEO","SRA488109","public","6A998AB68D34B8A4ABFE36F4F4456DA9","08F66D3C585839B76FE892985F9A31A9"
"177","SRR4785906","2017-06-20 16:29:13","2016-11-01 18:28:06","85014037","16934960392","85014037","199","4978","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785906/SRR4785906.1","SRX2316137","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773063","SAMN05963902","simple","9606","Homo sapiens","GSM2371064","no","GEO","SRA488109","public","2AA43B38DB80CF13DB49872A5885DCAC","2E05E98FC6BD8A5CE8FBCA1CE93EC2D2"
"178","SRR4785907","2017-06-20 16:29:13","2016-11-01 18:30:33","80542991","16110130603","80542991","200","4535","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR4785907/SRR4785907.1","SRX2316138","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773059","SAMN05963901","simple","9606","Homo sapiens","GSM2371065","no","GEO","SRA488109","public","1B43BE4517B1E400CE4D652C8737EE84","2789BE0E8D607BE4D664AFB7613F2182"
"179","SRR4785908","2017-06-20 16:29:13","2016-11-01 18:55:30","110658663","21977801192","110658663","198","9947","GCA_000001405.13","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR4785908/SRR4785908.1","SRX2316139","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED","0","0","ILLUMINA","Illumina HiSeq 2000","SRP092408","PRJNA352076","2","352076","SRS1773062","SAMN05963900","simple","9606","Homo sapiens","GSM2371066","no","GEO","SRA488109","public","463CF2B943260ABC6B3D362ABA4DF13D","DC208309AAD25EDECD03796F2D415845"
